customerNickname,helpfulNo,helpfulYes,imagesCount,languageCode,postedDate,productId,ratingValue,reviewText,score,Mask_Name,Type,Size,Design,Pack,product_price
iHerb Customer,0,0,0,en-US,2020-10-13,99830,50,"Excellent quality and durability.  Fits nicely over the nose (and can be pinched to tighten)  I really like the 'hinged pouch' that snugly covers the chin, and the adjustable ear straps are also a great feature.  Comes with a great little plastic sealable pouch  ",1602575561.248,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,ru-RU,2020-10-13,99830,50,Nice reusable mask!,1602569820.893,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
Samuel Johnson,0,0,0,ru-RU,2020-10-12,99830,50,"Comfortable, looks quite good, washes easily and dries quickly.",1602520293.916,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,1,ar-SA,2020-10-12,99830,50,"Sweet, I took a medium size, the size was sweet, but my face was full of more and more",1602493070.554,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
polifa99,0,0,0,ru-RU,2020-10-11,99830,10,"Rubs ears, even if the price is too high",1602443199.9989998,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,ru-RU,2020-10-11,99830,50,"Best, very convenient",1602442944.257,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,1,0,0,en-US,2020-10-16,99830,20,"We like the idea of a sprouted butter, but this just isn't our thing, very bland. ",1602425490.516,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
Savvina,0,0,0,ru-RU,2020-10-10,99830,40,"The quality of the mask is good. Comfortable fasteners, but it irritates my skin, around the perimeter of the mask. Perhaps there is such a fabric. But breathing in it is quite comfortable.",1602351005.127,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,ru-RU,2020-10-10,99830,50,"fits well to the face, the length of the strings is adjustable. I hope it really protects!",1602310870.922,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-10-09,99830,50,I hope it’s safe ,1602273141.619,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,ru-RU,2020-10-09,99830,50,The mask is very comfortable and comfortable,1602240764.9499998,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,ru-RU,2020-10-09,99830,50,It is very easy to breathe in this mask. There were no problems even in hot weather. Washable too easily and dries quickly.,1602230503.709,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,ru-RU,2020-10-08,99830,10,Breathe heavily,1602192565.028,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-10-08,99830,50,"I am very happy with this mask! It lets a person breathe easily, it’s nothing like a disposable mask which makes me suffocate every time I use them. This one is really a game changer. I highly recommend it to anyone who cannot bear disposable masks!",1602152231.209,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,ru-RU,2020-10-07,99830,50,very comfortable,1602090325.284,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
japanese,0,0,0,en-US,2020-10-04,99830,50,"Best washable mask totally! I tried others, and this is enought ''loose'' that it doesn't push my lips, but still keeps put. Good style too! Bit pricey, but worth it!",1601791746.3149998,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,ru-RU,2020-10-03,99830,50,"An excellent mask, it is easy to breathe, only bespectacled people will still not be comfortable, the lenses sweat. I washed it many times, I did not find any deformation.",1601741661.5189998,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-10-03,99830,50,I love it ,1601740713.661,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-09-28,99830,50,Breathable and doesn’t suffocate me like most disposable masks! Easy to clean! ,1601313577.261,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,3,1,en-US,2020-09-15,99830,50,"comfortable, adjustable, has built in filter. breathable, but feel safer wearing this than plain cotton mask due to filter (N92). company also has documentation on testing percentage of particles that were transmitted. 
believe that masks with filters are more helpful to reduce spread of disease & viruses. this fit average woman's face easily. it needs to be tightened a little for people with smaller faces. 
there's a metal nose piece to keep it close to the face. the ear adjustments are very nice since ears start to hurt from wearing a mask all day & is good to be able to make it a little more loose. 
Also like that this is washable & is good for at least 40 washes before the filter starts to become affected. That makes this more cost effective than the disposable masks. ",1601307712.4,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-09-28,99830,50,Well made and nice fit. Under the chin support really helps the mask stay in the correct position. ,1601259146.921,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,ru-RU,2020-09-27,99830,50,"An excellent mask, you can breathe freely in it. Full fit to the nose (comfortable plate that bends easily). Covers the face from the eyes to the neck. I recommend!",1601197300.004,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-09-23,99830,50,Excellent!,1600870507.112,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,1,ru-RU,2020-09-22,99830,50,"The mask is very good, comfortable, worth the money, individually wrapped, just super!",1600757327.648,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,ru-RU,2020-09-22,99830,50,"The masks are very convenient to use, there is an adjustment to correct the size, it is easy to wash and does not cause difficulty in breathing",1600753661.945,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,ar-SA,2020-09-20,99830,50,Excellent,1600644351.912,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,ar-SA,2020-09-19,99830,10,Hushed what I recommend,1600520699.594,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,1,0,ar-SA,2020-09-06,99830,30,Excellent,1599809334.3279998,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-09-09,99830,50,Useful breathable covers well and stay still,1599619542.701,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,1,0,en-US,2020-09-04,99830,40,"Ordered this on a whim, was looking forward to trying out the adjustable straps for the ears. Personally many cause pain over extended use, pleasantly this one does not. I’ve worn it all day, days it a row without pain or tugging on the ears. Breathability is good too, personally it feels light and comfortable, sometimes I forget I’m wearing it while at work. The thing I wish was different about this mask is the flap that goes under the chin. I would prefer that it was the same filtration fabric as the nanotechnology, rather than a thin material. For me the mask can ride up a bit, when it does if would be nice to know the chin material was filtered material to assure protection of all angles. Other than that I like the mask ",1599566888.217,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-09-07,99830,50,"Comfortable, safe and washable! Definitely reordering",1599490914.126,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,1,0,en-US,2020-08-31,99830,40,"Be aware this runs on the SMALL side. I have to keep adjusting it on my face to stay sitting under my chin, which kind of defeats the hygienic purpose. ",1599244010.681,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-09-04,99830,50,The candida balance seems to be killing of the candida faster so I’m very happy with the results ,1599202443.503,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,1,0,en-US,2020-08-30,99830,50,Good ,1599187436.1339998,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-08-30,99830,40,It’s fine,1598768602.765,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,ru-RU,2020-08-29,99830,50,Super! Excellent base.,1598714731.763,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-08-27,99830,50,Comfortable to wear,1598565746.898,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-08-27,99830,50,Excellent and comfortable,1598548838.27,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,1,ar-SA,2020-08-26,99830,50,"Excellent and a mask on the face, and it has enlargement and narrowing .. The ear does not hurt .. It is necessary to wash it after each use",1598478513.077,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,fr-FR,2020-08-26,99830,40,"The mask hugs the shape of the face well, but I find it a little warm.",1598473203.899,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-08-26,99830,50,"Great coverage around the nose and chin, quite comfortable for what it is (especially compared to those single use masks from the convenience store in Japan and Korea, which is what I'm used to), and good value at the trial price.",1598412138.886,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-08-24,99830,40,I am really happy with  this product,1598237694.232,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-08-23,99830,50,Thank you ,1598217934.162,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-08-21,99830,40,"Bought this one because my main mask is a thick cloth that uses the filters, and is too hot for summer.  This mask is light weight and holds up well to use.  I will definitely buy this again when I need a new mask.  It is light weight, fits perfectly without riding up into my eyes like other masks do, and as an added bonus it goes with any outfit!",1598008033.632,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,ar-SA,2020-08-20,99830,50,"High quality, its belt you can modify, I recommend it and its price is reasonable",1597946098.175,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,ar-SA,2020-08-18,99830,50,"I liked it very comfortable that gets smaller and bigger than the call to prayer, but the most important thing is that you wash it daily in order to cause you to have pimples and itching.",1597793687.562,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-08-16,99830,50,"Lion's mane, Zinc, Liver powder.",1597564209.6,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,1,0,en-US,2020-08-09,99830,50,"My favorite mask! It has a nose clasp and a mesh chin pouch to help keep the mask in place, even if you have to do a lot of talking. It fits great for a small-to-average adult face as it can be adjusted easily on the straps. Can't recommend this mask enough!",1597396452.843,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,6,0,en-US,2020-07-20,99830,50,I have purchased a few different reusable masks.  So far this has been the best.  It is light and comfortable.  The elastic can be adjusted to pull top part over nose or bottom part over chin to customize mask for individual wearer.  This mask worked well for me and my adult granddaughter who has a smaller face.  I am a repeat buyer.,1597214247.1139998,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-08-04,99830,50,"Great mask. Very comfortable to wear and effective.
Purchasing more for other family members.",1596505176.682,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-08-01,99830,50,Still big on my  face :),1596297279.184,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,1,2,0,ru-RU,2020-07-26,99830,50,"In principle, I liked it. The material is really not cotton and it&#39;s a little hard to breathe. It fits well to the face, leaving almost no gaps. I don&#39;t know how much it protects, but I wear",1596126045.889,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,ru-RU,2020-07-28,99830,10,Not convenient and not worth the cost,1595911485.934,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-07-27,99830,40,Comfortable to wear .,1595827142.663,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,1,0,en-US,2020-07-19,99830,50,I will buy another one (medium) because there is no good reusable mask in Japan.,1595584056.7029998,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-07-24,99830,50,"Fits my face perfectly without leaving any gaps, will definitely buy again :) ",1595551696.706,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,2,0,ar-SA,2020-07-13,99830,50,"Very excellent for prevention, its size is very appropriate",1595426334.0089998,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-07-21,99830,50,"Very comfortable to use, easy to wash, does not take long to get dry.",1595299068.457,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,1,0,en-US,2020-07-16,99830,50,I had written an in-depth review of this several times. It wasn't posting. So my short annoyed version; works incredibly well and fits. Wanted something like this for years while I still lived in the city. ,1595249784.03,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-07-18,99830,50,It's worth to purchase it.,1595051962.3709998,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-07-18,99830,50,"Fits well, flat against your face, but the pocket for your mouth is roomy and not tight. I also like the adjustable loops. ",1595046097.804,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,1,0,ru-RU,2020-07-12,99830,40,"The mask is comfortable, but a little expensive !!",1594911015.528,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,1,0,ar-SA,2020-07-11,99830,50,Professional design,1594855465.967,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,1,0,en-US,2020-07-06,99830,50,Breeze easy! Just purchase one size bigger.,1594452692.3279998,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,1,0,en-US,2020-07-06,99830,30,adjustable strap has a plastic piece that sits behind ears. its not very comfortable,1594408048.159,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,ar-SA,2020-07-10,99830,40,Comfortable and self-contained and completely intact on the nose and mouth,1594405561.837,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,1,2,0,ar-SA,2020-07-04,99830,10,"Daughters of Lahd, she takes her thanks",1594254441.599,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-07-08,99830,50,Good ,1594177146.508,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,2,0,en-US,2020-06-28,99830,50,"I was concerned about the price when I first considered buying this mask.  But after wearing it, I am very pleased.  My glasses don't fog at all.  The mask is very comfortable and breathable as well.  I have no problems wearing it while riding my bike either.  I liked it so much I bought two more.",1594095769.191,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,1,0,en-US,2020-07-01,99830,50,I found this face mask when I saw a friend wearing it. She told me where to order it and I did. Quick delivery and at first glance it looked well-made. Only thing was the little plastic adjusters made the mask a little too snug. So I think I could have ordered a large. But they were simple to remove making it fit much better. My favorite mask I wear! I think I just lost it so I'm going to have to order another one! ,1593970876.242,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-07-04,99830,50,"I really like it!
Suitable for a small face... comfortable to breathe with.
Looks nice:)",1593872098.261,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,ar-SA,2020-07-04,99830,50,"Once, sweet and appropriate for me, I took a medium",1593824445.757,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-07-02,99830,50,Gooooooood,1593688202.538,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-07-01,99830,40,I recommend it ,1593623317.82,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-06-29,99830,50,It is a well made mask. The fabric is breathable and it has a metal piece to secure it over the nose so it doesn’t move or fog my glasses. Slightly more expensive than regular fabric face coverings but worth the money. ,1593464578.603,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,ar-SA,2020-06-27,99830,50,Easy to use and adjustable size,1593282722.25,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-06-23,99830,50,Good product and even lets me breath normally using it.,1592950511.319,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,1,0,0,en-US,2020-06-27,99830,20,"not as good as the description, low value ",1592860073.577,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,2,0,ar-SA,2020-06-11,99830,50,Very excellent and good quality and would like to order again,1592652351.011,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-06-18,99830,50,very good quality & will buy one more,1592504863.46,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-06-10,99830,50,Well made mask. I would purchase it again. ,1591821755.6699998,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-06-09,99830,50,Good mask. 👍,1591686291.5419998,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,ja-JP,2020-06-08,99830,40,"It doesn't have a particularly bad smell, so I think it's okay to keep it warm and moist during cold weather. Rest assured that it covers your face completely. However, it may be hot in summer.",1591656220.543,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-06-08,99830,50,Reasonably priced. ,1591642229.002,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-06-08,99830,50,I like it so much,1591627138.437,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-06-08,99830,50,I can breathe wearing this mask. Highly recommend!,1591586381.685,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-06-08,99830,50,So easy to wear not too tight and I can breathe comfortably! Thank you!,1591578579.467,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-06-07,99830,50,Fits great. I love the adjustable toggles. Thank you,1591543475.623,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,ru-RU,2020-06-07,99830,50,"I bought this mask according to the reviews of bloggers, I did not disappoint. Comfortable, breathe well. Adjustable elastic bands behind the ears. The only negative for us is that it is inconvenient to shoot it on the chin when wearing is not necessary. Bought three more pieces for the whole family. I recommend to everyone. . Allowed to wash Every three days of wearing. 40 washings available. Recommend.",1591530621.975,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-06-06,99830,40,It is comforatable and covers nose and mouth easliy.,1591468956.559,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-06-06,99830,40,"A good enough mask.  Sizing seems a bit small for a ""medium"".  Washes well.",1591429777.721,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-06-05,99830,50,Good,1591377928.783,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-06-03,99830,50,Very nice product,1591212374.225,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-05-30,99830,40,I tried the lighter test and its a big success ,1590882308.231,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-05-30,99830,50,Fits perfectly,1590867237.527,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-05-30,99830,50,With an add layer of filter this mask will be perfect,1590840056.437,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-05-30,99830,50,Fits well and easy to use ,1590801524.564,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-05-29,99830,50,Breathable and Comfortable,1590794023.836,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-05-29,99830,50,I like my mask so far. I wore it over another mask for double protection and felt good.,1590765895.3279998,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
ayshaheen,0,0,0,ar-SA,2020-05-29,99830,50,Excellent these days,1590765779.096,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-05-29,99830,50,Good product,1590715354.784,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-05-28,99830,40,"I bought a large for my husband and a medium for myself and both masks fit.  It is comfortable, but gets hot pretty quickly because of the black fabric.   I would recommend this to someone who needs a basic cloth mask.

",1590707040.971,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,ru-RU,2020-05-28,99830,40,"The quality of the mask is good, it’s done fine, you can breathe, .. it’s not convenient for a small face, maybe you need size s, but it’s not for sale ... it covers your face well, but it also gets into your eyes, especially if you fix it with a sealant on your nose, like and it should be ... in general, you can’t name a convenient mask .. but if it fits the size, then it’s a decent thing ... until you erase it and go out in it, just try on",1590695533.436,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,en-US,2020-05-26,99830,50,Great fitting masks ,1590523696.366,Kosette, Nano Reusable Face Protection Mask, Medium,,1,22.44
iHerb Customer,0,0,0,ru-RU,2021-02-04,100839,40,"Nice mask! But it&#39;s expensive. Therefore, I gave 4 points.",1612428081.274,One Fine Day, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,4.49
iHerb Customer,0,0,0,ko-KR,2021-02-04,100839,40,"I haven&#39;t used any other Korean masks, so I&#39;m not sure, but it looks like it&#39;s big, but I was relieved because I didn&#39;t have a chance. The price seems to have fallen a lot in Korea, but I would like to lower the price of iHerb. Thank you for being able to purchase it abroad :)",1612411874.142,One Fine Day, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,4.49
iHerb Customer,0,0,0,ru-RU,2021-01-31,100839,50,High degree of protection from Covit,1612117821.635,One Fine Day, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,4.49
iHerb Customer,0,0,0,en-US,2021-01-26,100839,20,Nothing special ,1611628925.819,One Fine Day, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,4.49
iHerb Customer,0,1,0,en-US,2020-12-29,100839,30,Size is good,1609634970.97,One Fine Day, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,4.49
iHerb Customer,0,0,0,en-US,2020-12-31,100839,30,"For covid 19 you can't have enough masks. I place one by the door latch, on the car gear shift, in my purse, in my pockets. Stay well everyone until this passes.",1609444684.789,One Fine Day, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,4.49
Cigale,0,2,0,fr-FR,2020-12-20,100839,50,This is why I ordered them: I have a small face and they fit perfectly. You breathe completely correctly below because they form a small shell that does not stick to the mouth.,1609217751.554,One Fine Day, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,4.49
iHerb Customer,0,0,0,en-US,2020-12-18,100839,30,"I will buy Korean KF94 masks  over the Chinese N95 masks every time. This mask is very comfortable the material used is very soft. It  seems like good quality but compared to other masks, the fabric seems almost too soft and doesn't hold up so well if wearing for a whole day. If you are wearing it for a short time here and there would be nice and comfortable but for a whole 8 hours a day, doesn't hold up well.",1608279429.371,One Fine Day, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,4.49
iHerb Customer,0,0,1,en-US,2020-12-16,100839,30,"This mask is Made in korea.
Very good quality. 
But,my ears hurt when I wear a mask.",1608143269.849,One Fine Day, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,4.49
iHerb Customer,0,0,0,en-US,2020-12-15,100839,50,Great mask for the pandemic...,1608070981.352,One Fine Day, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,4.49
iHerb Customer,0,0,0,ru-RU,2020-12-12,100839,40,"Quite good masks, fit well to the face, but quickly &quot;loosen up&quot; from the inside and tickle the nose",1607789705.224,One Fine Day, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,4.49
iHerb Customer,0,0,0,en-US,2020-12-11,100839,50,perfect,1607683632.447,One Fine Day, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,4.49
iHerb Customer,0,0,0,fr-FR,2020-12-10,100839,30,unfortunately the product never arrived so I can&#39;t say much about it,1607603625.127,One Fine Day, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,4.49
iHerb Customer,0,0,0,en-US,2020-12-09,100839,40,"Love this product, comfotrable, but a little bit big",1607527926.866,One Fine Day, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,4.49
iHerb Customer,0,0,0,ru-RU,2020-11-13,100839,50,quality goods.,1605297852.826,One Fine Day, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,4.49
Shii,0,0,0,en-US,2020-10-24,100839,50,"nice air space inside, very light on the ears and easy to tuck back in and out between meals. ",1603539202.5089998,One Fine Day, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,4.49
iHerb Customer,0,1,0,en-US,2020-10-13,100839,50,Nice hold and fits perfectly,1602969419.164,One Fine Day, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,4.49
iHerb Customer,0,0,0,ru-RU,2020-10-07,100839,50,"Comfortable mask, fits well to the face and at the same time is easy to breathe. I use it on trips, when I know that I will be among large crowds of people, on an airplane, on a train.",1602095604.1929998,One Fine Day, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,4.49
iHerb Customer,1,1,0,ja-JP,2020-09-17,100839,20,"I wondered if the mask had high performance because it didn&#39;t touch my mouth and wasn&#39;t stuffy, and I felt the airtightness. However, compared to the pleated type, it is easier to shift by moving the mouth a lot, and when I take off the mask on the go, I take it off and put it on my arm (put it on the desk or put it in the bag to put it on the mask surface I think it&#39;s unsanitary if you touch it somewhere), but the rubber part feels shorter than a normal disposable mask, and if you put it on your arm, it will be pulled and the joint part with the mask will come off. When I think about it, I can&#39;t do that, which is quite inconvenient for practical use. I don&#39;t do it, but I think it&#39;s hard to get into a &quot;chin mask&quot; state. Maybe I should just think about spending time in silence. Difficult place.",1600344879.571,One Fine Day, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,4.49
iHerb Customer,0,0,0,en-US,2020-09-06,100839,40,"Nicely finished and good size, fits to my face very well but it’s too pricey!!",1599372084.9759998,One Fine Day, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,4.49
smiyasmiya,0,2,0,ru-RU,2020-07-24,100839,50,"Comfortable, but still a little expensive. And one rubber band broke immediately, I had to attach all 4 ends with a stapler.",1596354424.786,One Fine Day, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,4.49
iHerb Customer,0,1,0,ar-SA,2020-07-24,100839,50,Its ergonomic design has space to breathe and does not get cramped,1595988173.231,One Fine Day, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,4.49
iHerb Customer,0,1,0,en-US,2020-07-19,100839,50,Just the right size for my face(female)…..  would purchase again.,1595550943.757,One Fine Day, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask,,,1,4.49
